Source File Name,Original Dataset File Name,Original ID,Class ID,Class Name,Variant,Feature Path,Split,Audio Path
17548_E.wav,1_10105.wav,1_10105,1,Fire,original,outputs\ast_cache\1_10105.npy,train,outputs\wavlm_audio_cache\1_10105__original.npy
17548_E.wav,1_10105.wav,1_10105,1,Fire,pitch_down_2,outputs\ast_pitch_cache\1_10105__pitch_down2.npy,train,outputs\wavlm_audio_cache\1_10105__pitch_down2.npy
17548_E.wav,1_10105.wav,1_10105,1,Fire,pitch_up_2,outputs\ast_pitch_cache\1_10105__pitch_up2.npy,test,outputs\wavlm_audio_cache\1_10105__pitch_up2.npy
17548_F.wav,1_10106.wav,1_10106,1,Fire,original,outputs\ast_cache\1_10106.npy,train,outputs\wavlm_audio_cache\1_10106__original.npy
17548_F.wav,1_10106.wav,1_10106,1,Fire,pitch_down_2,outputs\ast_pitch_cache\1_10106__pitch_down2.npy,train,outputs\wavlm_audio_cache\1_10106__pitch_down2.npy
17548_F.wav,1_10106.wav,1_10106,1,Fire,pitch_up_2,outputs\ast_pitch_cache\1_10106__pitch_up2.npy,train,outputs\wavlm_audio_cache\1_10106__pitch_up2.npy
17548_G.wav,1_10107.wav,1_10107,1,Fire,original,outputs\ast_cache\1_10107.npy,train,outputs\wavlm_audio_cache\1_10107__original.npy
17548_G.wav,1_10107.wav,1_10107,1,Fire,pitch_down_2,outputs\ast_pitch_cache\1_10107__pitch_down2.npy,train,outputs\wavlm_audio_cache\1_10107__pitch_down2.npy
17548_G.wav,1_10107.wav,1_10107,1,Fire,pitch_up_2,outputs\ast_pitch_cache\1_10107__pitch_up2.npy,test,outputs\wavlm_audio_cache\1_10107__pitch_up2.npy
17548_H.wav,1_10108.wav,1_10108,1,Fire,original,outputs\ast_cache\1_10108.npy,test,outputs\wavlm_audio_cache\1_10108__original.npy
17548_H.wav,1_10108.wav,1_10108,1,Fire,pitch_down_2,outputs\ast_pitch_cache\1_10108__pitch_down2.npy,train,outputs\wavlm_audio_cache\1_10108__pitch_down2.npy
17548_H.wav,1_10108.wav,1_10108,1,Fire,pitch_up_2,outputs\ast_pitch_cache\1_10108__pitch_up2.npy,train,outputs\wavlm_audio_cache\1_10108__pitch_up2.npy
17717_A.wav,1_10109.wav,1_10109,1,Fire,original,outputs\ast_cache\1_10109.npy,train,outputs\wavlm_audio_cache\1_10109__original.npy
17717_A.wav,1_10109.wav,1_10109,1,Fire,pitch_down_2,outputs\ast_pitch_cache\1_10109__pitch_down2.npy,train,outputs\wavlm_audio_cache\1_10109__pitch_down2.npy
17717_A.wav,1_10109.wav,1_10109,1,Fire,pitch_up_2,outputs\ast_pitch_cache\1_10109__pitch_up2.npy,train,outputs\wavlm_audio_cache\1_10109__pitch_up2.npy
17717_B.wav,1_10110.wav,1_10110,1,Fire,original,outputs\ast_cache\1_10110.npy,train,outputs\wavlm_audio_cache\1_10110__original.npy
17717_B.wav,1_10110.wav,1_10110,1,Fire,pitch_down_2,outputs\ast_pitch_cache\1_10110__pitch_down2.npy,train,outputs\wavlm_audio_cache\1_10110__pitch_down2.npy
17717_B.wav,1_10110.wav,1_10110,1,Fire,pitch_up_2,outputs\ast_pitch_cache\1_10110__pitch_up2.npy,train,outputs\wavlm_audio_cache\1_10110__pitch_up2.npy
17717_C.wav,1_10111.wav,1_10111,1,Fire,original,outputs\ast_cache\1_10111.npy,train,outputs\wavlm_audio_cache\1_10111__original.npy
17717_C.wav,1_10111.wav,1_10111,1,Fire,pitch_down_2,outputs\ast_pitch_cache\1_10111__pitch_down2.npy,train,outputs\wavlm_audio_cache\1_10111__pitch_down2.npy
17717_C.wav,1_10111.wav,1_10111,1,Fire,pitch_up_2,outputs\ast_pitch_cache\1_10111__pitch_up2.npy,train,outputs\wavlm_audio_cache\1_10111__pitch_up2.npy
17717_D.wav,1_10112.wav,1_10112,1,Fire,original,outputs\ast_cache\1_10112.npy,train,outputs\wavlm_audio_cache\1_10112__original.npy
17717_D.wav,1_10112.wav,1_10112,1,Fire,pitch_down_2,outputs\ast_pitch_cache\1_10112__pitch_down2.npy,train,outputs\wavlm_audio_cache\1_10112__pitch_down2.npy
17717_D.wav,1_10112.wav,1_10112,1,Fire,pitch_up_2,outputs\ast_pitch_cache\1_10112__pitch_up2.npy,train,outputs\wavlm_audio_cache\1_10112__pitch_up2.npy
61311_A.wav,1_10113.wav,1_10113,1,Fire,original,outputs\ast_cache\1_10113.npy,train,outputs\wavlm_audio_cache\1_10113__original.npy
61311_A.wav,1_10113.wav,1_10113,1,Fire,pitch_down_2,outputs\ast_pitch_cache\1_10113__pitch_down2.npy,test,outputs\wavlm_audio_cache\1_10113__pitch_down2.npy
61311_A.wav,1_10113.wav,1_10113,1,Fire,pitch_up_2,outputs\ast_pitch_cache\1_10113__pitch_up2.npy,train,outputs\wavlm_audio_cache\1_10113__pitch_up2.npy
61311_B.wav,1_10114.wav,1_10114,1,Fire,original,outputs\ast_cache\1_10114.npy,train,outputs\wavlm_audio_cache\1_10114__original.npy
61311_B.wav,1_10114.wav,1_10114,1,Fire,pitch_down_2,outputs\ast_pitch_cache\1_10114__pitch_down2.npy,train,outputs\wavlm_audio_cache\1_10114__pitch_down2.npy
61311_B.wav,1_10114.wav,1_10114,1,Fire,pitch_up_2,outputs\ast_pitch_cache\1_10114__pitch_up2.npy,train,outputs\wavlm_audio_cache\1_10114__pitch_up2.npy
61311_C.wav,1_10115.wav,1_10115,1,Fire,original,outputs\ast_cache\1_10115.npy,train,outputs\wavlm_audio_cache\1_10115__original.npy
61311_C.wav,1_10115.wav,1_10115,1,Fire,pitch_down_2,outputs\ast_pitch_cache\1_10115__pitch_down2.npy,train,outputs\wavlm_audio_cache\1_10115__pitch_down2.npy
61311_C.wav,1_10115.wav,1_10115,1,Fire,pitch_up_2,outputs\ast_pitch_cache\1_10115__pitch_up2.npy,train,outputs\wavlm_audio_cache\1_10115__pitch_up2.npy
61311_D.wav,1_10116.wav,1_10116,1,Fire,original,outputs\ast_cache\1_10116.npy,train,outputs\wavlm_audio_cache\1_10116__original.npy
61311_D.wav,1_10116.wav,1_10116,1,Fire,pitch_down_2,outputs\ast_pitch_cache\1_10116__pitch_down2.npy,train,outputs\wavlm_audio_cache\1_10116__pitch_down2.npy
61311_D.wav,1_10116.wav,1_10116,1,Fire,pitch_up_2,outputs\ast_pitch_cache\1_10116__pitch_up2.npy,train,outputs\wavlm_audio_cache\1_10116__pitch_up2.npy
61311_E.wav,1_10117.wav,1_10117,1,Fire,original,outputs\ast_cache\1_10117.npy,test,outputs\wavlm_audio_cache\1_10117__original.npy
61311_E.wav,1_10117.wav,1_10117,1,Fire,pitch_down_2,outputs\ast_pitch_cache\1_10117__pitch_down2.npy,train,outputs\wavlm_audio_cache\1_10117__pitch_down2.npy
61311_E.wav,1_10117.wav,1_10117,1,Fire,pitch_up_2,outputs\ast_pitch_cache\1_10117__pitch_up2.npy,test,outputs\wavlm_audio_cache\1_10117__pitch_up2.npy
61311_F.wav,1_10118.wav,1_10118,1,Fire,original,outputs\ast_cache\1_10118.npy,train,outputs\wavlm_audio_cache\1_10118__original.npy
61311_F.wav,1_10118.wav,1_10118,1,Fire,pitch_down_2,outputs\ast_pitch_cache\1_10118__pitch_down2.npy,test,outputs\wavlm_audio_cache\1_10118__pitch_down2.npy
61311_F.wav,1_10118.wav,1_10118,1,Fire,pitch_up_2,outputs\ast_pitch_cache\1_10118__pitch_up2.npy,train,outputs\wavlm_audio_cache\1_10118__pitch_up2.npy
61311_G.wav,1_10119.wav,1_10119,1,Fire,original,outputs\ast_cache\1_10119.npy,test,outputs\wavlm_audio_cache\1_10119__original.npy
61311_G.wav,1_10119.wav,1_10119,1,Fire,pitch_down_2,outputs\ast_pitch_cache\1_10119__pitch_down2.npy,train,outputs\wavlm_audio_cache\1_10119__pitch_down2.npy
61311_G.wav,1_10119.wav,1_10119,1,Fire,pitch_up_2,outputs\ast_pitch_cache\1_10119__pitch_up2.npy,train,outputs\wavlm_audio_cache\1_10119__pitch_up2.npy
61311_H.wav,1_10120.wav,1_10120,1,Fire,original,outputs\ast_cache\1_10120.npy,test,outputs\wavlm_audio_cache\1_10120__original.npy
61311_H.wav,1_10120.wav,1_10120,1,Fire,pitch_down_2,outputs\ast_pitch_cache\1_10120__pitch_down2.npy,test,outputs\wavlm_audio_cache\1_10120__pitch_down2.npy
61311_H.wav,1_10120.wav,1_10120,1,Fire,pitch_up_2,outputs\ast_pitch_cache\1_10120__pitch_up2.npy,train,outputs\wavlm_audio_cache\1_10120__pitch_up2.npy
61311_I.wav,1_10121.wav,1_10121,1,Fire,original,outputs\ast_cache\1_10121.npy,train,outputs\wavlm_audio_cache\1_10121__original.npy
61311_I.wav,1_10121.wav,1_10121,1,Fire,pitch_down_2,outputs\ast_pitch_cache\1_10121__pitch_down2.npy,train,outputs\wavlm_audio_cache\1_10121__pitch_down2.npy
61311_I.wav,1_10121.wav,1_10121,1,Fire,pitch_up_2,outputs\ast_pitch_cache\1_10121__pitch_up2.npy,train,outputs\wavlm_audio_cache\1_10121__pitch_up2.npy
74963_A.wav,1_10122.wav,1_10122,1,Fire,original,outputs\ast_cache\1_10122.npy,test,outputs\wavlm_audio_cache\1_10122__original.npy
74963_A.wav,1_10122.wav,1_10122,1,Fire,pitch_down_2,outputs\ast_pitch_cache\1_10122__pitch_down2.npy,train,outputs\wavlm_audio_cache\1_10122__pitch_down2.npy
74963_A.wav,1_10122.wav,1_10122,1,Fire,pitch_up_2,outputs\ast_pitch_cache\1_10122__pitch_up2.npy,train,outputs\wavlm_audio_cache\1_10122__pitch_up2.npy
74963_B.wav,1_10123.wav,1_10123,1,Fire,original,outputs\ast_cache\1_10123.npy,train,outputs\wavlm_audio_cache\1_10123__original.npy
74963_B.wav,1_10123.wav,1_10123,1,Fire,pitch_down_2,outputs\ast_pitch_cache\1_10123__pitch_down2.npy,train,outputs\wavlm_audio_cache\1_10123__pitch_down2.npy
74963_B.wav,1_10123.wav,1_10123,1,Fire,pitch_up_2,outputs\ast_pitch_cache\1_10123__pitch_up2.npy,train,outputs\wavlm_audio_cache\1_10123__pitch_up2.npy
74963_C.wav,1_10124.wav,1_10124,1,Fire,original,outputs\ast_cache\1_10124.npy,train,outputs\wavlm_audio_cache\1_10124__original.npy
74963_C.wav,1_10124.wav,1_10124,1,Fire,pitch_down_2,outputs\ast_pitch_cache\1_10124__pitch_down2.npy,train,outputs\wavlm_audio_cache\1_10124__pitch_down2.npy
74963_C.wav,1_10124.wav,1_10124,1,Fire,pitch_up_2,outputs\ast_pitch_cache\1_10124__pitch_up2.npy,test,outputs\wavlm_audio_cache\1_10124__pitch_up2.npy
74963_D.wav,1_10125.wav,1_10125,1,Fire,original,outputs\ast_cache\1_10125.npy,train,outputs\wavlm_audio_cache\1_10125__original.npy
74963_D.wav,1_10125.wav,1_10125,1,Fire,pitch_down_2,outputs\ast_pitch_cache\1_10125__pitch_down2.npy,train,outputs\wavlm_audio_cache\1_10125__pitch_down2.npy
74963_D.wav,1_10125.wav,1_10125,1,Fire,pitch_up_2,outputs\ast_pitch_cache\1_10125__pitch_up2.npy,test,outputs\wavlm_audio_cache\1_10125__pitch_up2.npy
74963_E.wav,1_10126.wav,1_10126,1,Fire,original,outputs\ast_cache\1_10126.npy,train,outputs\wavlm_audio_cache\1_10126__original.npy
74963_E.wav,1_10126.wav,1_10126,1,Fire,pitch_down_2,outputs\ast_pitch_cache\1_10126__pitch_down2.npy,train,outputs\wavlm_audio_cache\1_10126__pitch_down2.npy
74963_E.wav,1_10126.wav,1_10126,1,Fire,pitch_up_2,outputs\ast_pitch_cache\1_10126__pitch_up2.npy,train,outputs\wavlm_audio_cache\1_10126__pitch_up2.npy
74963_F.wav,1_10127.wav,1_10127,1,Fire,original,outputs\ast_cache\1_10127.npy,train,outputs\wavlm_audio_cache\1_10127__original.npy
74963_F.wav,1_10127.wav,1_10127,1,Fire,pitch_down_2,outputs\ast_pitch_cache\1_10127__pitch_down2.npy,train,outputs\wavlm_audio_cache\1_10127__pitch_down2.npy
74963_F.wav,1_10127.wav,1_10127,1,Fire,pitch_up_2,outputs\ast_pitch_cache\1_10127__pitch_up2.npy,train,outputs\wavlm_audio_cache\1_10127__pitch_up2.npy
74963_G.wav,1_10128.wav,1_10128,1,Fire,original,outputs\ast_cache\1_10128.npy,train,outputs\wavlm_audio_cache\1_10128__original.npy
74963_G.wav,1_10128.wav,1_10128,1,Fire,pitch_down_2,outputs\ast_pitch_cache\1_10128__pitch_down2.npy,train,outputs\wavlm_audio_cache\1_10128__pitch_down2.npy
74963_G.wav,1_10128.wav,1_10128,1,Fire,pitch_up_2,outputs\ast_pitch_cache\1_10128__pitch_up2.npy,train,outputs\wavlm_audio_cache\1_10128__pitch_up2.npy
74963_H.wav,1_10129.wav,1_10129,1,Fire,original,outputs\ast_cache\1_10129.npy,train,outputs\wavlm_audio_cache\1_10129__original.npy
74963_H.wav,1_10129.wav,1_10129,1,Fire,pitch_down_2,outputs\ast_pitch_cache\1_10129__pitch_down2.npy,train,outputs\wavlm_audio_cache\1_10129__pitch_down2.npy
74963_H.wav,1_10129.wav,1_10129,1,Fire,pitch_up_2,outputs\ast_pitch_cache\1_10129__pitch_up2.npy,train,outputs\wavlm_audio_cache\1_10129__pitch_up2.npy
74963_I.wav,1_10130.wav,1_10130,1,Fire,original,outputs\ast_cache\1_10130.npy,test,outputs\wavlm_audio_cache\1_10130__original.npy
74963_I.wav,1_10130.wav,1_10130,1,Fire,pitch_down_2,outputs\ast_pitch_cache\1_10130__pitch_down2.npy,test,outputs\wavlm_audio_cache\1_10130__pitch_down2.npy
74963_I.wav,1_10130.wav,1_10130,1,Fire,pitch_up_2,outputs\ast_pitch_cache\1_10130__pitch_up2.npy,train,outputs\wavlm_audio_cache\1_10130__pitch_up2.npy
104956_A.wav,1_10131.wav,1_10131,1,Fire,original,outputs\ast_cache\1_10131.npy,train,outputs\wavlm_audio_cache\1_10131__original.npy
104956_A.wav,1_10131.wav,1_10131,1,Fire,pitch_down_2,outputs\ast_pitch_cache\1_10131__pitch_down2.npy,train,outputs\wavlm_audio_cache\1_10131__pitch_down2.npy
104956_A.wav,1_10131.wav,1_10131,1,Fire,pitch_up_2,outputs\ast_pitch_cache\1_10131__pitch_up2.npy,test,outputs\wavlm_audio_cache\1_10131__pitch_up2.npy
104956_B.wav,1_10132.wav,1_10132,1,Fire,original,outputs\ast_cache\1_10132.npy,train,outputs\wavlm_audio_cache\1_10132__original.npy
104956_B.wav,1_10132.wav,1_10132,1,Fire,pitch_down_2,outputs\ast_pitch_cache\1_10132__pitch_down2.npy,train,outputs\wavlm_audio_cache\1_10132__pitch_down2.npy
104956_B.wav,1_10132.wav,1_10132,1,Fire,pitch_up_2,outputs\ast_pitch_cache\1_10132__pitch_up2.npy,train,outputs\wavlm_audio_cache\1_10132__pitch_up2.npy
104956_C.wav,1_10133.wav,1_10133,1,Fire,original,outputs\ast_cache\1_10133.npy,train,outputs\wavlm_audio_cache\1_10133__original.npy
104956_C.wav,1_10133.wav,1_10133,1,Fire,pitch_down_2,outputs\ast_pitch_cache\1_10133__pitch_down2.npy,train,outputs\wavlm_audio_cache\1_10133__pitch_down2.npy
104956_C.wav,1_10133.wav,1_10133,1,Fire,pitch_up_2,outputs\ast_pitch_cache\1_10133__pitch_up2.npy,train,outputs\wavlm_audio_cache\1_10133__pitch_up2.npy
104956_D.wav,1_10134.wav,1_10134,1,Fire,original,outputs\ast_cache\1_10134.npy,test,outputs\wavlm_audio_cache\1_10134__original.npy
104956_D.wav,1_10134.wav,1_10134,1,Fire,pitch_down_2,outputs\ast_pitch_cache\1_10134__pitch_down2.npy,train,outputs\wavlm_audio_cache\1_10134__pitch_down2.npy
104956_D.wav,1_10134.wav,1_10134,1,Fire,pitch_up_2,outputs\ast_pitch_cache\1_10134__pitch_up2.npy,train,outputs\wavlm_audio_cache\1_10134__pitch_up2.npy
104956_E.wav,1_10135.wav,1_10135,1,Fire,original,outputs\ast_cache\1_10135.npy,test,outputs\wavlm_audio_cache\1_10135__original.npy
104956_E.wav,1_10135.wav,1_10135,1,Fire,pitch_down_2,outputs\ast_pitch_cache\1_10135__pitch_down2.npy,test,outputs\wavlm_audio_cache\1_10135__pitch_down2.npy
104956_E.wav,1_10135.wav,1_10135,1,Fire,pitch_up_2,outputs\ast_pitch_cache\1_10135__pitch_up2.npy,train,outputs\wavlm_audio_cache\1_10135__pitch_up2.npy
253770_A.wav,1_10136.wav,1_10136,1,Fire,original,outputs\ast_cache\1_10136.npy,train,outputs\wavlm_audio_cache\1_10136__original.npy
253770_A.wav,1_10136.wav,1_10136,1,Fire,pitch_down_2,outputs\ast_pitch_cache\1_10136__pitch_down2.npy,test,outputs\wavlm_audio_cache\1_10136__pitch_down2.npy
253770_A.wav,1_10136.wav,1_10136,1,Fire,pitch_up_2,outputs\ast_pitch_cache\1_10136__pitch_up2.npy,test,outputs\wavlm_audio_cache\1_10136__pitch_up2.npy
253770_B.wav,1_10137.wav,1_10137,1,Fire,original,outputs\ast_cache\1_10137.npy,train,outputs\wavlm_audio_cache\1_10137__original.npy
253770_B.wav,1_10137.wav,1_10137,1,Fire,pitch_down_2,outputs\ast_pitch_cache\1_10137__pitch_down2.npy,train,outputs\wavlm_audio_cache\1_10137__pitch_down2.npy
253770_B.wav,1_10137.wav,1_10137,1,Fire,pitch_up_2,outputs\ast_pitch_cache\1_10137__pitch_up2.npy,train,outputs\wavlm_audio_cache\1_10137__pitch_up2.npy
253770_C.wav,1_10138.wav,1_10138,1,Fire,original,outputs\ast_cache\1_10138.npy,train,outputs\wavlm_audio_cache\1_10138__original.npy
253770_C.wav,1_10138.wav,1_10138,1,Fire,pitch_down_2,outputs\ast_pitch_cache\1_10138__pitch_down2.npy,train,outputs\wavlm_audio_cache\1_10138__pitch_down2.npy
253770_C.wav,1_10138.wav,1_10138,1,Fire,pitch_up_2,outputs\ast_pitch_cache\1_10138__pitch_up2.npy,train,outputs\wavlm_audio_cache\1_10138__pitch_up2.npy
253770_D.wav,1_10139.wav,1_10139,1,Fire,original,outputs\ast_cache\1_10139.npy,train,outputs\wavlm_audio_cache\1_10139__original.npy
253770_D.wav,1_10139.wav,1_10139,1,Fire,pitch_down_2,outputs\ast_pitch_cache\1_10139__pitch_down2.npy,train,outputs\wavlm_audio_cache\1_10139__pitch_down2.npy
253770_D.wav,1_10139.wav,1_10139,1,Fire,pitch_up_2,outputs\ast_pitch_cache\1_10139__pitch_up2.npy,test,outputs\wavlm_audio_cache\1_10139__pitch_up2.npy
253770_E.wav,1_10140.wav,1_10140,1,Fire,original,outputs\ast_cache\1_10140.npy,train,outputs\wavlm_audio_cache\1_10140__original.npy
253770_E.wav,1_10140.wav,1_10140,1,Fire,pitch_down_2,outputs\ast_pitch_cache\1_10140__pitch_down2.npy,train,outputs\wavlm_audio_cache\1_10140__pitch_down2.npy
253770_E.wav,1_10140.wav,1_10140,1,Fire,pitch_up_2,outputs\ast_pitch_cache\1_10140__pitch_up2.npy,train,outputs\wavlm_audio_cache\1_10140__pitch_up2.npy
253770_F.wav,1_10141.wav,1_10141,1,Fire,original,outputs\ast_cache\1_10141.npy,train,outputs\wavlm_audio_cache\1_10141__original.npy
253770_F.wav,1_10141.wav,1_10141,1,Fire,pitch_down_2,outputs\ast_pitch_cache\1_10141__pitch_down2.npy,test,outputs\wavlm_audio_cache\1_10141__pitch_down2.npy
253770_F.wav,1_10141.wav,1_10141,1,Fire,pitch_up_2,outputs\ast_pitch_cache\1_10141__pitch_up2.npy,train,outputs\wavlm_audio_cache\1_10141__pitch_up2.npy
253770_G.wav,1_10142.wav,1_10142,1,Fire,original,outputs\ast_cache\1_10142.npy,train,outputs\wavlm_audio_cache\1_10142__original.npy
253770_G.wav,1_10142.wav,1_10142,1,Fire,pitch_down_2,outputs\ast_pitch_cache\1_10142__pitch_down2.npy,train,outputs\wavlm_audio_cache\1_10142__pitch_down2.npy
253770_G.wav,1_10142.wav,1_10142,1,Fire,pitch_up_2,outputs\ast_pitch_cache\1_10142__pitch_up2.npy,train,outputs\wavlm_audio_cache\1_10142__pitch_up2.npy
253770_H.wav,1_10143.wav,1_10143,1,Fire,original,outputs\ast_cache\1_10143.npy,train,outputs\wavlm_audio_cache\1_10143__original.npy
253770_H.wav,1_10143.wav,1_10143,1,Fire,pitch_down_2,outputs\ast_pitch_cache\1_10143__pitch_down2.npy,train,outputs\wavlm_audio_cache\1_10143__pitch_down2.npy
253770_H.wav,1_10143.wav,1_10143,1,Fire,pitch_up_2,outputs\ast_pitch_cache\1_10143__pitch_up2.npy,train,outputs\wavlm_audio_cache\1_10143__pitch_up2.npy
363092_A.wav,1_10144.wav,1_10144,1,Fire,original,outputs\ast_cache\1_10144.npy,test,outputs\wavlm_audio_cache\1_10144__original.npy
363092_A.wav,1_10144.wav,1_10144,1,Fire,pitch_down_2,outputs\ast_pitch_cache\1_10144__pitch_down2.npy,test,outputs\wavlm_audio_cache\1_10144__pitch_down2.npy
363092_A.wav,1_10144.wav,1_10144,1,Fire,pitch_up_2,outputs\ast_pitch_cache\1_10144__pitch_up2.npy,train,outputs\wavlm_audio_cache\1_10144__pitch_up2.npy
363092_B.wav,1_10145.wav,1_10145,1,Fire,original,outputs\ast_cache\1_10145.npy,train,outputs\wavlm_audio_cache\1_10145__original.npy
363092_B.wav,1_10145.wav,1_10145,1,Fire,pitch_down_2,outputs\ast_pitch_cache\1_10145__pitch_down2.npy,train,outputs\wavlm_audio_cache\1_10145__pitch_down2.npy
363092_B.wav,1_10145.wav,1_10145,1,Fire,pitch_up_2,outputs\ast_pitch_cache\1_10145__pitch_up2.npy,train,outputs\wavlm_audio_cache\1_10145__pitch_up2.npy
363092_C.wav,1_10146.wav,1_10146,1,Fire,original,outputs\ast_cache\1_10146.npy,train,outputs\wavlm_audio_cache\1_10146__original.npy
363092_C.wav,1_10146.wav,1_10146,1,Fire,pitch_down_2,outputs\ast_pitch_cache\1_10146__pitch_down2.npy,train,outputs\wavlm_audio_cache\1_10146__pitch_down2.npy
363092_C.wav,1_10146.wav,1_10146,1,Fire,pitch_up_2,outputs\ast_pitch_cache\1_10146__pitch_up2.npy,train,outputs\wavlm_audio_cache\1_10146__pitch_up2.npy
363092_D.wav,1_10147.wav,1_10147,1,Fire,original,outputs\ast_cache\1_10147.npy,train,outputs\wavlm_audio_cache\1_10147__original.npy
363092_D.wav,1_10147.wav,1_10147,1,Fire,pitch_down_2,outputs\ast_pitch_cache\1_10147__pitch_down2.npy,train,outputs\wavlm_audio_cache\1_10147__pitch_down2.npy
363092_D.wav,1_10147.wav,1_10147,1,Fire,pitch_up_2,outputs\ast_pitch_cache\1_10147__pitch_up2.npy,train,outputs\wavlm_audio_cache\1_10147__pitch_up2.npy
363092_E.wav,1_10148.wav,1_10148,1,Fire,original,outputs\ast_cache\1_10148.npy,train,outputs\wavlm_audio_cache\1_10148__original.npy
363092_E.wav,1_10148.wav,1_10148,1,Fire,pitch_down_2,outputs\ast_pitch_cache\1_10148__pitch_down2.npy,train,outputs\wavlm_audio_cache\1_10148__pitch_down2.npy
363092_E.wav,1_10148.wav,1_10148,1,Fire,pitch_up_2,outputs\ast_pitch_cache\1_10148__pitch_up2.npy,train,outputs\wavlm_audio_cache\1_10148__pitch_up2.npy
363092_F.wav,1_10149.wav,1_10149,1,Fire,original,outputs\ast_cache\1_10149.npy,train,outputs\wavlm_audio_cache\1_10149__original.npy
363092_F.wav,1_10149.wav,1_10149,1,Fire,pitch_down_2,outputs\ast_pitch_cache\1_10149__pitch_down2.npy,train,outputs\wavlm_audio_cache\1_10149__pitch_down2.npy
363092_F.wav,1_10149.wav,1_10149,1,Fire,pitch_up_2,outputs\ast_pitch_cache\1_10149__pitch_up2.npy,train,outputs\wavlm_audio_cache\1_10149__pitch_up2.npy
393436_A.wav,1_10150.wav,1_10150,1,Fire,original,outputs\ast_cache\1_10150.npy,train,outputs\wavlm_audio_cache\1_10150__original.npy
393436_A.wav,1_10150.wav,1_10150,1,Fire,pitch_down_2,outputs\ast_pitch_cache\1_10150__pitch_down2.npy,train,outputs\wavlm_audio_cache\1_10150__pitch_down2.npy
393436_A.wav,1_10150.wav,1_10150,1,Fire,pitch_up_2,outputs\ast_pitch_cache\1_10150__pitch_up2.npy,test,outputs\wavlm_audio_cache\1_10150__pitch_up2.npy
393436_B.wav,1_10151.wav,1_10151,1,Fire,original,outputs\ast_cache\1_10151.npy,train,outputs\wavlm_audio_cache\1_10151__original.npy
393436_B.wav,1_10151.wav,1_10151,1,Fire,pitch_down_2,outputs\ast_pitch_cache\1_10151__pitch_down2.npy,test,outputs\wavlm_audio_cache\1_10151__pitch_down2.npy
393436_B.wav,1_10151.wav,1_10151,1,Fire,pitch_up_2,outputs\ast_pitch_cache\1_10151__pitch_up2.npy,train,outputs\wavlm_audio_cache\1_10151__pitch_up2.npy
393436_C.wav,1_10152.wav,1_10152,1,Fire,original,outputs\ast_cache\1_10152.npy,train,outputs\wavlm_audio_cache\1_10152__original.npy
393436_C.wav,1_10152.wav,1_10152,1,Fire,pitch_down_2,outputs\ast_pitch_cache\1_10152__pitch_down2.npy,train,outputs\wavlm_audio_cache\1_10152__pitch_down2.npy
393436_C.wav,1_10152.wav,1_10152,1,Fire,pitch_up_2,outputs\ast_pitch_cache\1_10152__pitch_up2.npy,train,outputs\wavlm_audio_cache\1_10152__pitch_up2.npy
