epoch,train_loss,train_classification_loss,train_logit_consistency_loss,train_embedding_consistency_loss,development_loss,development_accuracy,development_macro_precision,development_macro_recall,development_macro_f1,backbone_learning_rate,head_learning_rate
13,0.1857519527276357,0.17675254519899092,0.0068901559298010125,0.15242752201521576,0.22973596706311888,0.9423868312757202,0.9444889519507513,0.9423868312757202,0.940778474014258,5.205870259309268e-06,5.2058702593092675e-05
14,0.17835188429450513,0.17021079613498194,0.005680557314682386,0.14009953307275155,0.21846523991950745,0.9473251028806584,0.9515639631781725,0.9473251028806585,0.9455801551112112,4.819592308089924e-06,4.819592308089923e-05
15,0.1792116250713073,0.1714598146244068,0.006206674176987622,0.13020951430595928,0.21242999480768976,0.9473251028806584,0.9490029586410936,0.9473251028806585,0.9463790630242342,4.421900645977211e-06,4.421900645977211e-05
16,0.17446487808405464,0.16751410252419277,0.005079454548838803,0.11869768882865336,0.22586573847404723,0.9423868312757202,0.9452482508818107,0.9423868312757202,0.9403611451116359,4.017941148991618e-06,4.017941148991618e-05
17,0.16915424913909305,0.16256745220416813,0.004532507702705928,0.1136059032743843,0.21622908791764772,0.9473251028806584,0.9477215450706823,0.9473251028806585,0.9463197835856225,3.612940794932339e-06,3.612940794932338e-05
18,0.16831150351472163,0.1622265925899667,0.0040152979549020525,0.1056370273158325,0.221448604756422,0.945679012345679,0.9462068988565127,0.9456790123456791,0.9445345175114244,3.2121400296240883e-06,3.212140029624088e-05
19,0.16618621967621702,0.1604317107159107,0.003929154872801618,0.09937355951290225,0.21954435183678145,0.945679012345679,0.9462956230488091,0.9456790123456791,0.9446524885944648,2.8207249588962837e-06,2.8207249588962832e-05
20,0.16716050944518093,0.1614268563873139,0.004728730130562471,0.0957581450393544,0.21747379381470228,0.9473251028806584,0.9481438193056219,0.9473251028806585,0.9463792397118435,2.44376024368704e-06,2.44376024368704e-05
21,0.16104621185888698,0.15601530040971082,0.002931270399304635,0.08889315329973971,0.2171646400795552,0.9489711934156378,0.9502114221422125,0.948971193415638,0.9478116555117319,2.0861235665664676e-06,2.0861235665664676e-05
22,0.16274840277225816,0.1576188140988943,0.0038006740320179686,0.08738908112345643,0.2179001608012635,0.951440329218107,0.9519898455931011,0.9514403292181071,0.9505191725713404,1.7524425176405944e-06,1.7524425176405944e-05
23,0.1606933310998613,0.15600130347470145,0.0027672162935408807,0.0827716874542521,0.22076177714783468,0.9497942386831276,0.9509738562486503,0.9497942386831276,0.9486563429251058,1.44703471649198e-06,1.44703471649198e-05
24,0.16004720444406442,0.15539061791861236,0.0029156364937804047,0.08146918685875129,0.22259696677572444,0.9473251028806584,0.9478254032818235,0.9473251028806585,0.9463546930052718,1.1738519449408732e-06,1.173851944940873e-05
25,0.1602802934189934,0.15566382279146962,0.0031035782941628656,0.07991510057330725,0.22121336822831092,0.9465020576131687,0.9472741663623166,0.9465020576131687,0.9453306212185597,9.364290135132661e-07,9.36429013513266e-06
26,0.16004482205234358,0.1555625539513963,0.0027123013910645183,0.07879615574333798,0.22868882167179888,0.9481481481481482,0.9496306411216359,0.9481481481481482,0.947019895654243,7.378380232510986e-07,7.378380232510985e-06
27,0.15762224571028752,0.15327398753284815,0.0025568902107368026,0.07673760118769175,0.22545263031689228,0.9489711934156378,0.9497269243753884,0.948971193415638,0.9477932944181161,5.806486146875566e-07,5.806486146875566e-06
28,0.16129951678698334,0.15683143075129286,0.003518833241666394,0.07528639082884907,0.22365191424027883,0.951440329218107,0.9522497876789678,0.9514403292181071,0.9504376129797811,4.668947183403324e-07,4.668947183403324e-06
29,0.157914381878293,0.15370334412031506,0.002534083558613694,0.07408442076165878,0.22471642513824588,0.9481481481481482,0.9492765166218212,0.9481481481481482,0.947071650004933,3.980482369502076e-07,3.9804823695020755e-06
30,0.158361085404211,0.1540694282719152,0.0029456815566515446,0.07405041696420356,0.22467510710037294,0.9473251028806584,0.9486164374327124,0.9473251028806585,0.9462914225021815,3.75e-07,3.7499999999999997e-06
